val/rec_loss_step/epoch_0,val/aeloss_step/epoch_0,created_at,train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/discloss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,val/rec_loss_epoch,val/rec_loss,val/aeloss_epoch,val/total_loss,val/quant_loss,val/nll_loss,val/p_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,train/aeloss_epoch,train/total_loss_epoch,train/quant_loss_epoch,train/nll_loss_epoch,train/rec_loss_epoch,train/p_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/discloss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch,val/rec_loss_step/epoch_1,val/aeloss_step/epoch_1,val/rec_loss_step/epoch_2,val/aeloss_step/epoch_2,val/rec_loss_step/epoch_3,val/aeloss_step/epoch_3,val/rec_loss_step/epoch_4,val/aeloss_step/epoch_4,val/rec_loss_step/epoch_5,val/aeloss_step/epoch_5,val/rec_loss_step/epoch_6,val/aeloss_step/epoch_6,val/rec_loss_step/epoch_7,val/aeloss_step/epoch_7,val/rec_loss_step/epoch_8,val/aeloss_step/epoch_8,val/rec_loss_step/epoch_9,val/aeloss_step/epoch_9,val/rec_loss_step/epoch_10,val/aeloss_step/epoch_10,val/rec_loss_step/epoch_11,val/aeloss_step/epoch_11,val/rec_loss_step/epoch_12,val/aeloss_step/epoch_12,val/rec_loss_step/epoch_13,val/aeloss_step/epoch_13,val/rec_loss_step/epoch_14,val/aeloss_step/epoch_14,val/rec_loss_step/epoch_15,val/aeloss_step/epoch_15,val/rec_loss_step/epoch_16,val/aeloss_step/epoch_16,val/rec_loss_step/epoch_17,val/aeloss_step/epoch_17,val/rec_loss_step/epoch_18,val/aeloss_step/epoch_18,val/rec_loss_step/epoch_19,val/aeloss_step/epoch_19
1.7052998542785645,1.7588822841644287,2021-06-10 12:43:14.187251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.696748971939087,1.7491194009780884,2021-06-10 12:43:14.575298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-06-10 12:44:14.438727,2.981131076812744,2.981131076812744,2.1516876220703125,0.8294435143470764,0.8294435143470764,0.4534728527069092,1.7858755588531494,0.0,-0.12441541999578476,0.0,0.0,0.05015554651618004,0.13394413888454437,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-06-10 12:45:12.975051,2.7395901679992676,2.7395901679992676,2.1795475482940674,0.5600425004959106,0.5600425004959106,0.3492860496044159,1.5067399740219116,0.0,-0.14731283485889435,0.0,0.0,0.07696471363306046,0.17526036500930786,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-06-10 12:46:13.974502,3.381429433822632,3.381429433822632,2.96555233001709,0.4158770442008972,0.4158770442008972,0.2722269594669342,3.1160237789154053,0.0,-0.12273002415895462,0.0,0.0,0.09316885471343994,0.12549085915088654,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-06-10 12:47:16.075180,3.446815013885498,3.446815013885498,3.0570502281188965,0.389764666557312,0.389764666557312,0.23473893105983734,3.3453757762908936,0.0,-0.0975770577788353,0.0,0.0,0.05757630988955498,0.10408561676740646,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-06-10 12:48:18.215898,3.756833791732788,3.756833791732788,3.4283270835876465,0.3285066783428192,0.3285066783428192,0.21369944512844086,3.933910369873047,0.0,-0.0883682370185852,0.0,0.0,0.06857849657535553,0.11213204264640808,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-06-10 12:49:20.787440,3.5751349925994873,3.5751349925994873,3.250518798828125,0.3246162533760071,0.3246162533760071,0.208222895860672,2.830019950866699,0.0,-0.10757278650999069,0.0,0.0,0.0762501209974289,0.09571074694395065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-06-10 12:50:22.686279,3.3234071731567383,3.3234071731567383,2.961240291595459,0.3621669411659241,0.3621669411659241,0.24053625762462616,4.1681132316589355,0.0,-0.08278506994247437,0.0,0.0,0.0594097375869751,0.10664153099060059,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021-06-10 12:51:24.245473,3.3846113681793213,3.3846113681793213,3.0515167713165283,0.33309459686279297,0.33309459686279297,0.21767249703407288,4.492309093475342,0.0,-0.09978983551263809,0.0,0.0,0.06011931598186493,0.10814853757619858,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
